Weather_Database,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
545,Paamiut,61.99,-49.67,30.24,90,100,10.74,GL,2021-01-02 01:17:47,overcast clouds
546,Jamiltepec,16.28,-97.82,65.86,80,0,0.83,MX,2021-01-02 01:24:14,clear sky
547,Constitucion,-35.33,-72.42,58.86,76,0,12.95,CL,2021-01-02 01:15:27,clear sky
548,Whitehorse,60.72,-135.05,10.4,92,90,2.24,CA,2021-01-02 01:21:22,light snow
549,Aktash,50.3,87.73,-17.41,88,100,1.9,RU,2021-01-02 01:24:15,overcast clouds
550,Inverell,-29.78,151.12,82.99,56,98,3.0,AU,2021-01-02 01:24:15,overcast clouds
551,Kiruna,67.86,20.23,17.6,100,99,2.24,SE,2021-01-02 01:19:31,light snow
552,Shenzhen,22.55,114.07,53.01,33,0,5.84,CN,2021-01-02 01:24:16,clear sky
553,Tezu,27.92,96.17,57.56,34,67,3.56,IN,2021-01-02 01:24:16,broken clouds
554,Zhangjiakou,40.81,114.88,9.07,79,0,4.36,CN,2021-01-02 01:21:00,clear sky
555,Opuwo,-18.06,13.84,70.38,50,100,0.76,NA,2021-01-02 01:24:17,overcast clouds
556,Vorontsovka,50.61,40.35,34.09,95,100,13.49,RU,2021-01-02 01:24:17,light rain
557,Uddevalla,58.35,11.94,33.8,94,90,2.24,SE,2021-01-02 01:24:17,overcast clouds
558,Chulym,55.1,80.96,-30.6,85,55,4.29,RU,2021-01-02 01:24:17,broken clouds
559,Ust-Uda,54.17,103.03,-22.36,86,91,0.83,RU,2021-01-02 01:24:18,overcast clouds
560,Chapulhuacan,21.17,-98.9,53.83,95,99,1.03,MX,2021-01-02 01:24:18,overcast clouds
561,Vardo,70.37,31.11,30.81,95,94,17.22,NO,2021-01-02 01:15:37,overcast clouds
562,Nizwa,22.93,57.53,52.47,69,0,3.18,OM,2021-01-02 01:19:30,clear sky
563,Pitkyaranta,61.57,31.48,34.72,98,100,9.01,RU,2021-01-02 01:24:19,light snow
564,Notodden,59.56,9.26,30.99,1,80,4.68,NO,2021-01-02 01:24:19,broken clouds
565,Sorland,67.67,12.69,40.55,69,26,9.28,NO,2021-01-02 01:17:23,scattered clouds
566,Port Blair,11.67,92.75,78.8,88,40,5.82,IN,2021-01-02 01:16:29,mist
567,Matara,5.95,80.54,73.87,91,100,3.96,LK,2021-01-02 01:24:20,overcast clouds
568,Genhe,50.78,121.52,-20.38,83,90,2.59,CN,2021-01-02 01:24:20,light snow
569,Mandera,3.94,41.87,76.8,67,100,12.44,KE,2021-01-02 01:24:20,overcast clouds
570,Ekhabi,53.51,142.97,-10.44,87,100,19.71,RU,2021-01-02 01:24:21,overcast clouds
571,Hit,33.64,42.83,53.67,43,0,4.92,IQ,2021-01-02 01:24:21,clear sky
572,Inuvik,68.35,-133.72,-11.2,76,0,4.7,CA,2021-01-02 01:16:27,clear sky
573,Khani,41.96,42.96,35.6,74,0,5.82,GE,2021-01-02 01:24:22,clear sky
574,Tucupita,9.06,-62.05,72.3,98,78,2.93,VE,2021-01-02 01:24:22,broken clouds
575,Cururupu,-1.83,-44.87,77.31,87,100,2.91,BR,2021-01-02 01:16:53,overcast clouds
576,Plettenberg Bay,-34.05,23.37,58.98,68,0,5.57,ZA,2021-01-02 01:24:22,clear sky
577,Outlook,51.5,-107.05,23.0,84,100,3.36,CA,2021-01-02 01:24:23,overcast clouds
578,Riyadh,24.69,46.72,53.6,81,0,2.24,SA,2021-01-02 01:20:34,clear sky
579,Grootfontein,-19.57,18.12,66.69,89,100,3.15,NA,2021-01-02 01:16:15,moderate rain
580,Rawlins,41.79,-107.24,23.0,72,1,4.7,US,2021-01-02 01:24:24,clear sky
581,Komsomolskiy,40.43,71.72,21.2,92,90,2.24,UZ,2021-01-02 01:18:04,fog
582,Kindu,-2.95,25.95,68.5,97,100,1.92,CD,2021-01-02 01:24:24,light rain
583,Kokopo,-4.35,152.26,84.99,59,86,3.51,PG,2021-01-02 01:17:54,overcast clouds
584,Rominimbang,7.5,124.3,73.17,87,100,1.63,PH,2021-01-02 01:24:25,overcast clouds
585,Xian,34.26,108.93,33.01,63,58,6.71,CN,2021-01-02 01:23:34,broken clouds
586,Padang,-0.95,100.35,77.0,88,40,1.12,ID,2021-01-02 01:15:39,scattered clouds
587,Lahaina,20.88,-156.68,82.4,57,20,13.87,US,2021-01-02 01:17:23,few clouds
588,Aksarayskiy,46.79,48.01,33.8,74,75,6.71,RU,2021-01-02 01:24:26,broken clouds
589,Ahuimanu,21.44,-157.84,80.6,65,75,16.11,US,2021-01-02 01:17:35,broken clouds
590,Keta,5.92,0.99,82.4,83,40,8.05,GH,2021-01-02 01:24:26,scattered clouds
591,Wasilla,61.58,-149.44,6.8,84,1,2.39,US,2021-01-02 01:24:27,clear sky
592,Kyabe,9.45,18.94,74.16,29,100,3.98,TD,2021-01-02 01:24:27,overcast clouds
593,Voskresenskoye,56.84,45.43,21.07,97,100,7.11,RU,2021-01-02 01:24:28,overcast clouds
594,Shahr-E Kord,32.33,50.86,17.6,92,0,2.24,IR,2021-01-02 01:24:28,clear sky
595,Rafraf,37.19,10.18,50.0,70,0,3.36,TN,2021-01-02 01:24:28,clear sky
596,Nagato,34.38,131.2,42.8,68,75,3.36,JP,2021-01-02 01:24:28,light intensity shower rain
597,Ardesen,41.19,40.99,48.2,49,0,20.8,TR,2021-01-02 01:24:29,clear sky
598,Nalut,30.33,10.85,49.42,49,0,8.32,LY,2021-01-02 01:24:29,clear sky
599,Umm Kaddadah,13.6,26.69,64.11,25,100,14.16,SD,2021-01-02 01:24:30,overcast clouds
600,Dingle,11.0,122.67,80.02,84,100,11.86,PH,2021-01-02 01:17:45,overcast clouds
601,Progreso,21.28,-89.67,82.4,69,90,5.82,MX,2021-01-02 01:24:30,moderate rain
602,Lesogorsk,56.05,99.51,-25.01,85,7,1.79,RU,2021-01-02 01:24:30,clear sky
603,Gat,31.61,34.76,57.0,82,97,2.24,IL,2021-01-02 01:17:00,overcast clouds
604,Kuruman,-27.45,23.43,72.0,77,100,26.98,ZA,2021-01-02 01:24:31,light rain
605,Columbus,39.96,-83.0,48.2,100,90,12.75,US,2021-01-02 01:20:44,overcast clouds
606,Ola,59.58,151.28,-11.6,80,0,11.97,RU,2021-01-02 01:24:32,clear sky
607,Sibenik,43.73,15.91,52.0,81,100,14.99,HR,2021-01-02 01:24:32,light intensity shower rain
608,Ebolowa,2.9,11.15,69.94,96,100,2.35,CM,2021-01-02 01:24:32,overcast clouds
609,Marrakesh,31.63,-8.01,44.6,70,0,4.7,MA,2021-01-02 01:22:59,clear sky
610,Christchurch,-43.53,172.63,64.99,93,100,8.05,NZ,2021-01-02 01:23:29,moderate rain
611,Yarmouth,41.71,-70.23,41.0,74,75,9.01,US,2021-01-02 01:24:33,broken clouds
612,Bethanien,-26.5,17.16,72.73,44,0,3.42,NA,2021-01-02 01:24:33,clear sky
613,Vila Velha,-20.33,-40.29,78.8,74,0,10.29,BR,2021-01-02 01:12:59,clear sky
614,Yenagoa,4.92,6.26,76.71,93,4,3.58,NG,2021-01-02 01:24:34,clear sky
615,Kysyl-Syr,63.9,122.76,-20.76,86,100,6.58,RU,2021-01-02 01:17:38,overcast clouds
616,Canberra,-35.28,149.13,71.01,59,90,9.17,AU,2021-01-02 01:24:35,overcast clouds
617,Cicero Dantas,-10.6,-38.38,69.8,91,5,7.78,BR,2021-01-02 01:24:35,clear sky
618,Mahajanga,-15.72,46.32,77.0,88,20,3.36,MG,2021-01-02 01:16:41,few clouds
619,Poopo,-18.37,-66.97,55.35,52,91,6.73,BO,2021-01-02 01:24:36,overcast clouds
620,Yarada,17.65,83.27,62.6,100,93,2.24,IN,2021-01-02 01:24:36,mist
621,Mandan,46.83,-100.89,32.0,91,1,9.17,US,2021-01-02 01:23:02,clear sky
622,Pangai,-19.8,-174.35,82.4,83,75,11.41,TO,2021-01-02 01:17:39,moderate rain
623,Jaguaribe,-5.89,-38.62,78.89,72,100,10.8,BR,2021-01-02 01:24:37,overcast clouds
624,Shalazhi,43.1,45.36,28.4,92,90,4.47,RU,2021-01-02 01:24:37,fog
625,Logstor,56.96,9.26,34.0,98,0,5.64,DK,2021-01-02 01:24:38,clear sky
626,Ewa Beach,21.32,-158.01,84.2,51,40,12.75,US,2021-01-02 01:17:24,scattered clouds
627,Formosa,-26.18,-58.18,73.4,94,0,5.82,AR,2021-01-02 01:24:38,clear sky
628,Barra Do Garcas,-15.89,-52.26,77.61,66,18,3.83,BR,2021-01-02 01:23:19,few clouds
629,Central Point,42.38,-122.92,46.4,81,90,8.05,US,2021-01-02 01:24:39,light rain
630,Rapid City,44.08,-103.23,37.4,55,1,5.39,US,2021-01-02 01:24:40,clear sky
631,Kiunga,-6.12,141.29,85.53,70,100,3.56,PG,2021-01-02 01:24:40,overcast clouds
632,Ulaangom,49.98,92.07,-16.02,88,99,0.81,MN,2021-01-02 01:24:40,overcast clouds
633,Eyemouth,55.87,-2.09,32.0,90,66,10.51,GB,2021-01-02 01:24:40,broken clouds
634,Wiang Sa,8.64,99.37,77.0,99,87,4.76,TH,2021-01-02 01:24:41,overcast clouds
635,Lucea,18.45,-78.17,78.8,74,20,6.93,JM,2021-01-02 01:24:41,few clouds
636,Galveston,29.37,-94.97,53.01,62,1,9.17,US,2021-01-02 01:24:41,clear sky
637,Ouallam,14.32,2.09,74.34,19,0,6.15,NE,2021-01-02 01:24:41,clear sky
638,Los Llanos De Aridane,28.66,-17.92,60.8,77,90,9.17,ES,2021-01-02 01:17:57,overcast clouds
639,Luganville,-15.53,167.17,84.2,79,75,3.36,VU,2021-01-02 01:16:22,broken clouds
640,Badulla,6.99,81.06,67.57,91,100,5.3,LK,2021-01-02 01:24:42,overcast clouds
641,Deputatskiy,69.3,139.9,-33.18,86,92,0.94,RU,2021-01-02 01:15:00,overcast clouds
642,Darnah,32.77,22.64,58.32,40,97,11.77,LY,2021-01-02 01:24:43,overcast clouds
643,Asuncion Ocotlan,16.77,-96.72,73.4,31,75,6.93,MX,2021-01-02 01:24:43,broken clouds
644,Quanzhou,24.91,118.59,48.2,70,75,2.24,CN,2021-01-02 01:24:43,broken clouds
645,Sokolo,14.73,-6.12,74.64,25,0,10.11,ML,2021-01-02 01:16:30,clear sky
646,Cuenca,-2.88,-78.98,59.0,87,100,2.24,EC,2021-01-02 01:21:16,overcast clouds
647,Hobyo,5.35,48.53,75.38,76,88,16.08,SO,2021-01-02 01:24:44,overcast clouds
648,Flin Flon,54.77,-101.86,15.8,85,90,2.24,CA,2021-01-02 01:15:45,light snow
649,Dalvik,65.97,-18.53,28.4,79,40,3.36,IS,2021-01-02 01:15:44,scattered clouds
650,Batticaloa,7.71,81.69,76.55,86,100,6.69,LK,2021-01-02 01:24:45,overcast clouds
651,Kununurra,-15.77,128.73,91.4,59,41,10.29,AU,2021-01-02 01:15:37,scattered clouds
652,Heyang,26.1,107.47,38.55,74,62,1.43,CN,2021-01-02 01:24:46,broken clouds
653,Soe,-9.86,124.28,78.4,77,63,2.86,ID,2021-01-02 01:24:46,light rain
654,Emba,48.83,58.14,11.64,93,100,7.87,KZ,2021-01-02 01:24:46,overcast clouds
655,Venado Tuerto,-33.75,-61.97,76.87,23,0,7.36,AR,2021-01-02 01:24:46,clear sky
656,Korla,41.76,86.15,14.45,91,78,2.01,CN,2021-01-02 01:17:02,broken clouds
657,Nongstoin,25.52,91.27,46.35,46,100,3.49,IN,2021-01-02 01:24:47,overcast clouds
658,Kolokani,13.57,-8.03,73.67,27,0,7.85,ML,2021-01-02 01:24:13,clear sky
659,Huainan,32.63,117.0,33.85,84,5,3.4,CN,2021-01-02 01:20:14,clear sky
660,Odweyne,9.41,45.06,65.1,71,100,1.1,SO,2021-01-02 01:17:36,overcast clouds
661,Port Macquarie,-31.43,152.92,78.01,73,100,1.99,AU,2021-01-02 01:16:59,overcast clouds
662,Biak,-0.91,122.88,83.05,68,81,0.54,ID,2021-01-02 01:17:58,light rain
663,Alekseyevsk,57.84,108.35,-28.37,82,100,5.5,RU,2021-01-02 01:24:49,overcast clouds
664,Diego De Almagro,-26.37,-70.05,62.49,50,0,2.04,CL,2021-01-02 01:24:50,clear sky
665,Vostok,46.49,135.88,-15.52,83,20,4.45,RU,2021-01-02 01:17:05,few clouds
666,Santa Rosa,14.31,121.11,81.0,69,20,8.05,PH,2021-01-02 01:15:37,few clouds
667,Basco,20.45,121.97,71.42,78,74,26.64,PH,2021-01-02 01:24:50,broken clouds
668,Cangzhou,38.32,116.87,23.92,81,0,3.76,CN,2021-01-02 01:24:51,clear sky
669,Diebougou,10.97,-3.25,75.83,21,0,3.67,BF,2021-01-02 01:24:51,clear sky
670,Bichura,50.59,107.6,-10.05,83,65,5.01,RU,2021-01-02 01:24:51,light snow
671,Akhty,41.46,47.73,41.77,46,9,3.83,RU,2021-01-02 01:24:51,clear sky
